country,year,event,event_notes,domestic_notes,external_notes
Russia,1919.0,Currency Crisis,,,
Russia,1919.0,Inflation Crisis,Inflation level: 1225.9,,
Russia,1920.0,Currency Crisis,,,
Russia,1920.0,Inflation Crisis,Inflation level: 570.4,,
Russia,1921.0,Inflation Crisis,Inflation level: 1050.0,,
Russia,1922.0,Currency Crisis,,,
Russia,1922.0,Inflation Crisis,Inflation level: 12198.6,,
Russia,1923.0,Currency Crisis,,,
Russia,1923.0,Inflation Crisis,Inflation level: 13534.7,,
Russia,1924.0,Inflation Crisis,Inflation level: 639.0,,
Russia,1930.0,Inflation Crisis,Inflation level: 23.8,,
Russia,1931.0,Inflation Crisis,Inflation level: 36.1,,
Russia,1932.0,Inflation Crisis,Inflation level: 84.8,,
Russia,1933.0,Currency Crisis,,,
Russia,1933.0,Inflation Crisis,Inflation level: 49.7,,
Russia,1934.0,Currency Crisis,,,
Russia,1935.0,Inflation Crisis,Inflation level: 29.4,,
Russia,1940.0,Inflation Crisis,Inflation level: 23.5,,
Russia,1946.0,Currency Crisis,,,
Russia,1946.0,Inflation Crisis,Inflation level: 41.1,,
Russia,1947.0,Inflation Crisis,Inflation level: 46.0,The monetary reform subjected privately held currency to a 90 percent reduction. Source: Pick and Sedillot (1971).,
Russia,1948.0,Currency Crisis,,,
Russia,1949.0,Currency Crisis,,,
Russia,1956.0,Currency Crisis,,,
Russia,1957.0,Currency Crisis,,,
Russia,1960.0,Currency Crisis,,,
Russia,1961.0,Currency Crisis,,,
Russia,1962.0,Currency Crisis,,,
Russia,1965.0,Currency Crisis,,,
Russia,1966.0,Currency Crisis,,,
Russia,1967.0,Currency Crisis,,,
Russia,1975.0,Currency Crisis,,,
Russia,1981.0,Currency Crisis,,,
Russia,1983.0,Currency Crisis,,,
Russia,1987.0,Currency Crisis,,,
Russia,1988.0,Currency Crisis,,,
Russia,1989.0,Currency Crisis,,,
Russia,1990.0,Currency Crisis,,,
Russia,1991.0,Currency Crisis,,,Soviet collapse
Russia,1992.0,Currency Crisis,,,Soviet collapse
Russia,1993.0,Currency Crisis,,,
Russia,1993.0,Inflation Crisis,Inflation level: 874.6,,
Russia,1994.0,Currency Crisis,,,
Russia,1994.0,Inflation Crisis,Inflation level: 307.6,,
Russia,1995.0,Banking Crisis,The interbank loan market stopped working due to concerns about connected lending in many new banks.,,
Russia,1995.0,Systemic Crisis,,,
Russia,1995.0,Currency Crisis,,,
Russia,1995.0,Inflation Crisis,Inflation level: 197.5,,
Russia,1996.0,Currency Crisis,,,
Russia,1996.0,Inflation Crisis,Inflation level: 47.7,,
Russia,1998.0,Banking Crisis,"Nearly 720 banks, representing half of those in operation, were deemed insolvent. The banks accounted for 4% of sector assets and 32% of retail deposits. Eighteen banks, holding 40% of sector assets and 41% of household deposits, were in serious difficulties and needed rescue.",Largest local currency debt default (US $39 billion) since Brazil 1990.,
Russia,1998.0,Systemic Crisis,,Largest local currency debt default (US $39 billion) since Brazil 1990.,
Russia,1998.0,Inflation Crisis,Inflation level: 27.7,Largest local currency debt default (US $39 billion) since Brazil 1990.,
Russia,1999.0,Systemic Crisis,,Largest local currency debt default (US $39 billion) since Brazil 1990.,
Russia,1999.0,Currency Crisis,,Largest local currency debt default (US $39 billion) since Brazil 1990.,
Russia,1999.0,Inflation Crisis,Inflation level: 85.7,Largest local currency debt default (US $39 billion) since Brazil 1990.,
Russia,2000.0,Inflation Crisis,Inflation level: 20.8,,
Russia,2001.0,Inflation Crisis,Inflation level: 21.5,,
Russia,2008.0,Banking Crisis,,,
Russia,2008.0,Currency Crisis,,,
Russia,2009.0,Banking Crisis,,,
Russia,2010.0,Banking Crisis,,,
Russia,2011.0,Banking Crisis,,,
Russia,2012.0,Banking Crisis,,,
Russia,2013.0,Banking Crisis,,,
Russia,2014.0,Banking Crisis,,,
Russia,2014.0,Currency Crisis,,,
Singapore,1892.0,Currency Crisis,,,
Singapore,1893.0,Currency Crisis,,,
Singapore,1894.0,Currency Crisis,,,
Singapore,1901.0,Currency Crisis,,,
Singapore,1902.0,Currency Crisis,,,
Singapore,1906.0,Gold Standard Adoption,,,
Singapore,1915.0,Gold Standard Suspension,,,
Singapore,1920.0,Currency Crisis,,,
Singapore,1925.0,Gold Standard Adoption,,,
Singapore,1932.0,Gold Standard Suspension,,,
Singapore,1950.0,Currency Crisis,,,
Singapore,1950.0,Inflation Crisis,Inflation level: 22.0,,
Singapore,1965.0,Gain of Independence,,,
Singapore,1973.0,Inflation Crisis,Inflation level: 23.4,,
Singapore,1982.0,Banking Crisis,Nonperforming loans rose to $200 million or 0.6% of GDP.,,
Singapore,1997.0,Currency Crisis,,,
South Africa,1821.0,Gold Standard Adoption,,,
South Africa,1865.0,Banking Crisis,,,
South Africa,1866.0,Banking Crisis,,,
South Africa,1867.0,Banking Crisis,,,
South Africa,1868.0,Banking Crisis,,,
South Africa,1869.0,Banking Crisis,,,
South Africa,1877.0,Banking Crisis,,,
South Africa,1881.0,Banking Crisis,,,
South Africa,1890.0,Banking Crisis,,,
South Africa,1910.0,Gain of Independence,,,
South Africa,1915.0,Gold Standard Suspension,,,
South Africa,1920.0,Inflation Crisis,Inflation level: 35.2,,
South Africa,1920.0,Currency Change,New currency: South Africa pound,,
South Africa,1925.0,Gold Standard Adoption,,,
South Africa,1932.0,Gold Standard Suspension,,,
South Africa,1933.0,Currency Crisis,,,
South Africa,1940.0,Currency Crisis,,,
South Africa,1950.0,Currency Crisis,,,
South Africa,1977.0,Banking Crisis,Trust Bank experienced problems.,,
South Africa,1978.0,Banking Crisis,Trust Bank experienced problems.,,
South Africa,1981.0,Currency Crisis,,,
South Africa,1984.0,Currency Crisis,,,
South Africa,1985.0,Currency Crisis,,,Sanctions-induced capital outflows
South Africa,1988.0,Currency Crisis,,,Sanctions-induced capital outflows
South Africa,1989.0,Banking Crisis,Some banks experienced problems.,,Sanctions-induced capital outflows
South Africa,1996.0,Currency Crisis,,,
South Africa,1998.0,Currency Crisis,,,
South Africa,2000.0,Currency Crisis,,,
South Africa,2001.0,Currency Crisis,,,
South Africa,2008.0,Currency Crisis,,,
South Africa,2011.0,Currency Crisis,,,
South Africa,2013.0,Currency Crisis,,,
Spain,1803.0,Inflation Crisis,Inflation level: 34.1,,
Spain,1811.0,Inflation Crisis,Inflation level: 102.1,,
Spain,1812.0,Inflation Crisis,Inflation level: 61.1,,
Spain,1814.0,Banking Crisis,"During the Peninsular War, Spain was occupied by France, and Bank of St. Charles essentially dead since 1814; reorganized into Bank of St. Ferdinand in 1829.",,
Spain,1814.0,Systemic Crisis,,,
Spain,1815.0,Banking Crisis,"During the Peninsular War, Spain was occupied by France, and Bank of St. Charles essentially dead since 1814; reorganized into Bank of St. Ferdinand in 1829.",,
Spain,1815.0,Systemic Crisis,,,
Spain,1816.0,Banking Crisis,"During the Peninsular War, Spain was occupied by France, and Bank of St. Charles essentially dead since 1814; reorganized into Bank of St. Ferdinand in 1829.",,
Spain,1816.0,Systemic Crisis,,,
Spain,1817.0,Banking Crisis,"During the Peninsular War, Spain was occupied by France, and Bank of St. Charles essentially dead since 1814; reorganized into Bank of St. Ferdinand in 1829.",,
Spain,1817.0,Systemic Crisis,,,
Spain,1824.0,Inflation Crisis,Inflation level: 26.0,,
Spain,1829.0,Banking Crisis,Bank of St. Charles reorganized into Bank of Ferdinand.,,
Spain,1846.0,Banking Crisis,"Bank of Isabella II (created by government to punish Bank of Ferdinand in 1844) and Bank of Ferdinand consolidated into one, Bank of Ferdinand. Ferdinand bore Isabella’s debts and was completely at the mercy of the State. In 1848, cash reserve of Bank decreasing, circulation increasing, government demanded more loans, victim of theft and embezzlement. Government reorganized the bank into Bank of Spain to resemble Bank of England.",,
Spain,1847.0,Banking Crisis,"Bank of Isabella II (created by government to punish Bank of Ferdinand in 1844) and Bank of Ferdinand consolidated into one, Bank of Ferdinand. Ferdinand bore Isabella’s debts and was completely at the mercy of the State. In 1848, cash reserve of Bank decreasing, circulation increasing, government demanded more loans, victim of theft and embezzlement. Government reorganized the bank into Bank of Spain to resemble Bank of England.",,
Spain,1847.0,Inflation Crisis,Inflation level: 24.7,,
Spain,1847.0,Currency Change,New currency: real is unit of account,,
Spain,1859.0,Currency Change,New currency: peseta,,
Spain,1864.0,Currency Change,New currency: escudo,,
Spain,1898.0,Currency Crisis,,,
Spain,1918.0,Currency Crisis,,,
Spain,1920.0,Banking Crisis,,,
Spain,1921.0,Banking Crisis,,,
Spain,1921.0,Currency Crisis,,,
Spain,1922.0,Banking Crisis,,,
Spain,1923.0,Banking Crisis,,,
Spain,1924.0,Banking Crisis,,,
Spain,1925.0,Banking Crisis,Failure of two major banks; Banco de la Union Mineira and Banco Vasca.,,
Spain,1929.0,Currency Crisis,,,
Spain,1930.0,Currency Crisis,,,
Spain,1931.0,Banking Crisis,,,
Spain,1931.0,Currency Crisis,,,
Spain,1936.0,Currency Crisis,,"Interest payments on external debt were suspended, arrears on domestic debt service accumulated through the war.",
Spain,1937.0,Currency Crisis,,"Interest payments on external debt were suspended, arrears on domestic debt service accumulated through the war.",
Spain,1938.0,Currency Crisis,,"Interest payments on external debt were suspended, arrears on domestic debt service accumulated through the war.",
Spain,1940.0,Inflation Crisis,Inflation level: 21.8,,
Spain,1941.0,Inflation Crisis,Inflation level: 23.5,,
Spain,1946.0,Currency Crisis,,,
Spain,1949.0,Currency Crisis,,,
Spain,1950.0,Currency Crisis,,,
Spain,1959.0,Currency Crisis,,,
Spain,1960.0,Currency Crisis,,,
Spain,1967.0,Currency Crisis,,,
Spain,1977.0,Banking Crisis,Bank of Spain begins to rescue a number of smaller banks from February of that year. 3,,
Spain,1977.0,Systemic Crisis,,,
Spain,1977.0,Currency Crisis,,,
Spain,1977.0,Inflation Crisis,Inflation level: 25.3,,
Spain,1978.0,Banking Crisis,Bank of Spain begins to rescue a number of smaller banks from February of that year. 3,,
Spain,1978.0,Systemic Crisis,,,
Spain,1979.0,Banking Crisis,Bank of Spain begins to rescue a number of smaller banks from February of that year. 3,,
Spain,1979.0,Systemic Crisis,,,
Spain,1980.0,Banking Crisis,Bank of Spain begins to rescue a number of smaller banks from February of that year. 3,,
Spain,1980.0,Systemic Crisis,,,
Spain,1981.0,Banking Crisis,Bank of Spain begins to rescue a number of smaller banks from February of that year. 3,,
Spain,1981.0,Systemic Crisis,,,
Spain,1982.0,Banking Crisis,Bank of Spain begins to rescue a number of smaller banks from February of that year. 3,,
Spain,1982.0,Systemic Crisis,,,
Spain,1982.0,Currency Crisis,,,
Spain,1983.0,Banking Crisis,Bank of Spain begins to rescue a number of smaller banks from February of that year. 3,,
Spain,1983.0,Systemic Crisis,,,
Spain,1984.0,Banking Crisis,Bank of Spain begins to rescue a number of smaller banks from February of that year. 3,,
Spain,1984.0,Systemic Crisis,,,
Spain,1985.0,Banking Crisis,Bank of Spain begins to rescue a number of smaller banks from February of that year. 3,,
Spain,1985.0,Systemic Crisis,,,
Spain,1993.0,Currency Crisis,,,
Spain,2005.0,Currency Crisis,,,
Spain,2008.0,Banking Crisis,,,
Spain,2009.0,Banking Crisis,,,
Spain,2010.0,Banking Crisis,,,
Spain,2011.0,Banking Crisis,,,
Spain,2012.0,Banking Crisis,,,
Spain,2013.0,Banking Crisis,,,
Spain,2014.0,Banking Crisis,,,
Sri Lanka,1901.0,Gold Standard Adoption,,,
Sri Lanka,1915.0,Gold Standard Suspension,,,
Sri Lanka,1920.0,Currency Crisis,,,
Sri Lanka,1926.0,Gold Standard Adoption,,,
Sri Lanka,1931.0,Currency Crisis,,,
Sri Lanka,1932.0,Gold Standard Suspension,,,
Sri Lanka,1939.0,Currency Crisis,,,
Sri Lanka,1942.0,Inflation Crisis,Inflation level: 38.6,,
Sri Lanka,1948.0,Gain of Independence,,,
Sri Lanka,1956.0,Currency Crisis,,,
Sri Lanka,1968.0,Currency Crisis,,,
Sri Lanka,1977.0,Currency Crisis,,,
Sri Lanka,1980.0,Currency Crisis,,,
Sri Lanka,1980.0,Inflation Crisis,Inflation level: 26.1,,
Sri Lanka,1983.0,Currency Crisis,,,
Sri Lanka,1989.0,Banking Crisis,"State-owned banks, comprising 70% of the banking system, estimated to have nonperforming loans of 35%.",,
Sri Lanka,1989.0,Systemic Crisis,,,
Sri Lanka,1989.0,Currency Crisis,,,
Sri Lanka,1990.0,Banking Crisis,"State-owned banks, comprising 70% of the banking system, estimated to have nonperforming loans of 35%.",,
Sri Lanka,1990.0,Systemic Crisis,,,
Sri Lanka,1990.0,Inflation Crisis,Inflation level: 21.5,,
Sri Lanka,1991.0,Banking Crisis,"State-owned banks, comprising 70% of the banking system, estimated to have nonperforming loans of 35%.",,
Sri Lanka,1991.0,Systemic Crisis,,,
Sri Lanka,1992.0,Banking Crisis,"State-owned banks, comprising 70% of the banking system, estimated to have nonperforming loans of 35%.",,
Sri Lanka,1992.0,Systemic Crisis,,,
Sri Lanka,1993.0,Banking Crisis,"State-owned banks, comprising 70% of the banking system, estimated to have nonperforming loans of 35%.",,
Sri Lanka,1993.0,Systemic Crisis,,,
Sri Lanka,2008.0,Inflation Crisis,Inflation level: 22.4,,
Sweden,1800.0,Inflation Crisis,Inflation level: 22.2,,
Sweden,1811.0,Banking Crisis,Depreciation of gold led to Bullion Report (similar to Report on Irish Currency in 1804).,,
Sweden,1811.0,Systemic Crisis,,,
Sweden,1812.0,Banking Crisis,,,
Sweden,1812.0,Inflation Crisis,Inflation level: 28.1,,
Sweden,1813.0,Banking Crisis,,,
Sweden,1814.0,Banking Crisis,,,
Sweden,1815.0,Currency Crisis,,,
Sweden,1819.0,Currency Crisis,,,
Sweden,1862.0,Currency Crisis,,,
Sweden,1863.0,Currency Crisis,,,
Sweden,1873.0,Gold Standard Adoption,,,
Sweden,1876.0,Banking Crisis,Jonung and Hagberg (2002); Severe banking crises.,,
Sweden,1876.0,Systemic Crisis,,,
Sweden,1877.0,Banking Crisis,Jonung and Hagberg (2002); Severe banking crises.,,
Sweden,1877.0,Systemic Crisis,,,
Sweden,1878.0,Banking Crisis,Jonung and Hagberg (2002); Severe banking crises.,,
Sweden,1878.0,Systemic Crisis,,,
Sweden,1879.0,Banking Crisis,Jonung and Hagberg (2002); Severe banking crises.,,
Sweden,1879.0,Systemic Crisis,,,
Sweden,1897.0,Banking Crisis,,,
Sweden,1907.0,Banking Crisis,"Jonung and Hagberg (2002); Lending boom and decreasing confidence in stability of banking system led to bank runs. Reserves depreciated but Riksbank extended loans to national banks. Output negatively affected, but the economy recovered quickly.",,
Sweden,1907.0,Systemic Crisis,,,
Sweden,1915.0,Gold Standard Suspension,,,
Sweden,1917.0,Inflation Crisis,Inflation level: 23.8,,
Sweden,1918.0,Currency Crisis,,,
Sweden,1918.0,Inflation Crisis,Inflation level: 35.8,,
Sweden,1921.0,Systemic Crisis,,,
Sweden,1922.0,Banking Crisis,"Beginning of deposit contraction of 1921-22, leading to bank restructurings. Government assistance administered through Credit Bank of 1922. One of severest banking crises in Swedish banking history; followed a steep recession.",,
Sweden,1922.0,Systemic Crisis,,,
Sweden,1922.0,Gold Standard Adoption,,,
Sweden,1923.0,Banking Crisis,,,
Sweden,1931.0,Banking Crisis,"Weakness of one large bank (Skandinaviska Kreditaktiebolaget) as result of collapse of Kreuger industrial and financial empire, but no general panic. Jonung and Hagberg (2002)l Banks tied to the financier Ivar Kreuger suffered after his death; banks suffered large losses, but depositors were protected by the government and did not suffer from the failures.",,
Sweden,1931.0,Systemic Crisis,,,
Sweden,1932.0,Banking Crisis,"Weakness of one large bank (Skandinaviska Kreditaktiebolaget) as result of collapse of Kreuger industrial and financial empire, but no general panic. Jonung and Hagberg (2002)l Banks tied to the financier Ivar Kreuger suffered after his death; banks suffered large losses, but depositors were protected by the government and did not suffer from the failures.",,
Sweden,1932.0,Systemic Crisis,,,
Sweden,1932.0,Gold Standard Suspension,,,
Sweden,1950.0,Currency Crisis,,,
Sweden,1977.0,Currency Crisis,,,
Sweden,1982.0,Currency Crisis,,,
Sweden,1991.0,Banking Crisis,"The Swedish government rescues Nordbanken, the nation's second largest bank.",,
Sweden,1991.0,Systemic Crisis,,,
Sweden,1992.0,Banking Crisis,,,
Sweden,1992.0,Currency Crisis,,,
Sweden,1993.0,Banking Crisis,,,
Sweden,1994.0,Banking Crisis,,,
Sweden,2008.0,Banking Crisis,,,
Sweden,2008.0,Currency Crisis,,,
Sweden,2009.0,Banking Crisis,,,
Sweden,2010.0,Banking Crisis,,,
Sweden,2014.0,Currency Crisis,,,
Switzerland,1870.0,Systemic Crisis,,,
Switzerland,1871.0,Systemic Crisis,,,
Switzerland,1931.0,Systemic Crisis,,,
Switzerland,1932.0,Systemic Crisis,,,
Switzerland,1933.0,Systemic Crisis,,,
Taiwan,1917.0,Inflation Crisis,Inflation level: 22.9,,
Taiwan,1918.0,Inflation Crisis,Inflation level: 23.9,,
Taiwan,1919.0,Inflation Crisis,Inflation level: 24.6,,
Taiwan,1923.0,Banking Crisis,,,
Taiwan,1923.0,Systemic Crisis,,,
Taiwan,1924.0,Currency Crisis,,,
Taiwan,1927.0,Banking Crisis,,,
Taiwan,1927.0,Systemic Crisis,,,
Taiwan,1928.0,Banking Crisis,,,
Taiwan,1928.0,Systemic Crisis,,,
Taiwan,1932.0,Currency Crisis,,,
Taiwan,1939.0,Currency Crisis,,,
Taiwan,1945.0,Inflation Crisis,,,
Taiwan,1945.0,Gain of Independence,,,
Taiwan,1946.0,Currency Crisis,,,
Taiwan,1946.0,Inflation Crisis,,,
Taiwan,1947.0,Currency Crisis,,,
Taiwan,1947.0,Inflation Crisis,,,
Taiwan,1948.0,Currency Crisis,,,
Taiwan,1948.0,Inflation Crisis,,,
Taiwan,1949.0,Inflation Crisis,,,
Taiwan,1950.0,Currency Crisis,,,
Taiwan,1950.0,Inflation Crisis,,,
Taiwan,1951.0,Currency Crisis,,,
Taiwan,1955.0,Currency Crisis,,,
Taiwan,1956.0,Currency Crisis,,,
Taiwan,1971.0,Currency Crisis,,,
Taiwan,1973.0,Inflation Crisis,Inflation level: 29.6,,
Taiwan,1983.0,Banking Crisis,Four trust companies and eleven corporations failed.,,
Taiwan,1984.0,Banking Crisis,Four trust companies and eleven corporations failed.,,
Taiwan,1995.0,Banking Crisis,Failure of Changua Fourth sparked runs on other credit unions.,,
Taiwan,1997.0,Banking Crisis,Banking system nonperforming loans estimated at 15% at the end of 1998.,,
Taiwan,1997.0,Systemic Crisis,,,
Taiwan,1997.0,Currency Crisis,,,
Taiwan,1998.0,Banking Crisis,Banking system nonperforming loans estimated at 15% at the end of 1998.,,
Taiwan,1998.0,Systemic Crisis,,,
Thailand,1825.0,Inflation Crisis,Inflation level: 22.9,,
Thailand,1832.0,Inflation Crisis,Inflation level: 23.8,,
Thailand,1839.0,Inflation Crisis,Inflation level: 43.9,,
Thailand,1854.0,Inflation Crisis,Inflation level: 36.8,,
Thailand,1857.0,Inflation Crisis,Inflation level: 55.5,,
Thailand,1862.0,Currency Crisis,,,
Thailand,1863.0,Currency Crisis,,,
Thailand,1865.0,Inflation Crisis,Inflation level: 29.5,,
Thailand,1868.0,Inflation Crisis,Inflation level: 60.6,,
Thailand,1871.0,Inflation Crisis,Inflation level: 22.4,,
Thailand,1877.0,Inflation Crisis,Inflation level: 39.7,,
Thailand,1878.0,Inflation Crisis,Inflation level: 21.1,,
Thailand,1883.0,Currency Crisis,,,
Thailand,1894.0,Currency Crisis,,,
Thailand,1896.0,Inflation Crisis,Inflation level: 44.5,,
Thailand,1898.0,Inflation Crisis,Inflation level: 26.3,,
Thailand,1908.0,Gold Standard Adoption,,,
Thailand,1911.0,Inflation Crisis,Inflation level: 20.7,,
Thailand,1915.0,Gold Standard Suspension,,,
Thailand,1918.0,Inflation Crisis,Inflation level: 78.0,,
Thailand,1919.0,Inflation Crisis,Inflation level: 78.5,,
Thailand,1922.0,Currency Crisis,,,
Thailand,1925.0,Gold Standard Adoption,,,
Thailand,1932.0,Currency Crisis,,,
Thailand,1933.0,Gold Standard Suspension,,,
Thailand,1935.0,Inflation Crisis,Inflation level: 23.9,,
Thailand,1940.0,Inflation Crisis,Inflation level: 29.1,,
Thailand,1941.0,Inflation Crisis,Inflation level: 65.3,,
Thailand,1942.0,Currency Crisis,,,
Thailand,1950.0,Currency Crisis,,,
Thailand,1954.0,Currency Crisis,,,
Thailand,1974.0,Inflation Crisis,Inflation level: 21.1,,
Thailand,1979.0,Banking Crisis,"Following the stock market crash, one of the largest finance companies failed.",,
Thailand,1983.0,Banking Crisis,"Large losses in a finance company lead to runs and government intervention. Authorities intervened in 50 finance and security firms and 5 commercial banks, or about 25 percent of financial system assets; 3 commercial banks deemed insolvent.",,
Thailand,1983.0,Systemic Crisis,,,
Thailand,1984.0,Banking Crisis,"Large losses in a finance company lead to runs and government intervention. Authorities intervened in 50 finance and security firms and 5 commercial banks, or about 25 percent of financial system assets; 3 commercial banks deemed insolvent.",,
Thailand,1984.0,Systemic Crisis,,,
Thailand,1984.0,Currency Crisis,,,
Thailand,1985.0,Banking Crisis,"Large losses in a finance company lead to runs and government intervention. Authorities intervened in 50 finance and security firms and 5 commercial banks, or about 25 percent of financial system assets; 3 commercial banks deemed insolvent.",,
Thailand,1985.0,Systemic Crisis,,,
Thailand,1986.0,Banking Crisis,"Authorities intervened in 50 finance and security firms and 5 commercial banks, or about 25 percent of financial system assets; 3 commercial banks deemed insolvent.",,
Thailand,1986.0,Systemic Crisis,,,
Thailand,1987.0,Banking Crisis,"Authorities intervened in 50 finance and security firms and 5 commercial banks, or about 25 percent of financial system assets; 3 commercial banks deemed insolvent.",,
Thailand,1987.0,Systemic Crisis,,,
Thailand,1996.0,Banking Crisis,"Through, May 2002 the Bank of Thailand had shutdown 59 (of 91) financial companies that in total accounted for 13 percent of financial system assets and 72 percent of finance company assets.It shutdown 1 (of 15) domestic banks and nationalized 4 banks.",,
Thailand,1996.0,Systemic Crisis,,,
Thailand,1997.0,Banking Crisis,"Through, May 2002 the Bank of Thailand had shutdown 59 (of 91) financial companies that in total accounted for 13 percent of financial system assets and 72 percent of finance company assets.It shutdown 1 (of 15) domestic banks and nationalized 4 banks.",,
Thailand,1997.0,Systemic Crisis,,,
Thailand,1997.0,Currency Crisis,,,
Thailand,1998.0,Banking Crisis,"Through, May 2002 the Bank of Thailand had shutdown 59 (of 91) financial companies that in total accounted for 13 percent of financial system assets and 72 percent of finance company assets.It shutdown 1 (of 15) domestic banks and nationalized 4 banks.",,
Thailand,1998.0,Systemic Crisis,,,
Thailand,1999.0,Banking Crisis,"Through, May 2002 the Bank of Thailand had shutdown 59 (of 91) financial companies that in total accounted for 13 percent of financial system assets and 72 percent of finance company assets.It shutdown 1 (of 15) domestic banks and nationalized 4 banks.",,
Thailand,1999.0,Systemic Crisis,,,
Thailand,2000.0,Banking Crisis,"Through, May 2002 the Bank of Thailand had shutdown 59 (of 91) financial companies that in total accounted for 13 percent of financial system assets and 72 percent of finance company assets.It shutdown 1 (of 15) domestic banks and nationalized 4 banks.",,
Thailand,2000.0,Systemic Crisis,,,
Thailand,2000.0,Currency Crisis,,,
Thailand,2001.0,Systemic Crisis,,,
Thailand,2002.0,Systemic Crisis,,,
Tunisia,1891.0,Gold Standard Adoption,,,
Tunisia,1915.0,Gold Standard Suspension,,,
Tunisia,1926.0,Gold Standard Adoption,,,
Tunisia,1937.0,Gold Standard Suspension,,,
Tunisia,1940.0,Inflation Crisis,Inflation level: 22.0,,
Tunisia,1941.0,Inflation Crisis,Inflation level: 24.6,,
Tunisia,1942.0,Inflation Crisis,Inflation level: 25.0,,
Tunisia,1943.0,Inflation Crisis,Inflation level: 72.1,,
Tunisia,1944.0,Currency Crisis,,,
Tunisia,1944.0,Inflation Crisis,Inflation level: 37.6,,
Tunisia,1946.0,Currency Crisis,,,
Tunisia,1946.0,Inflation Crisis,Inflation level: 49.6,,
Tunisia,1947.0,Inflation Crisis,Inflation level: 67.1,,
Tunisia,1948.0,Inflation Crisis,Inflation level: 69.1,,
Tunisia,1949.0,Currency Crisis,,,
Tunisia,1950.0,Currency Crisis,,,
Tunisia,1956.0,Gain of Independence,,,
Tunisia,1965.0,Currency Crisis,,,
Tunisia,1974.0,Currency Crisis,,,
Tunisia,1978.0,Currency Crisis,,,
Tunisia,1986.0,Currency Crisis,,,
Tunisia,1991.0,Banking Crisis,Most commercial banks were undercapitalized.,,
Tunisia,1991.0,Systemic Crisis,,,
Tunisia,1992.0,Banking Crisis,Most commercial banks were undercapitalized.,,
Tunisia,1992.0,Systemic Crisis,,,
Tunisia,1993.0,Banking Crisis,Most commercial banks were undercapitalized.,,
Tunisia,1993.0,Systemic Crisis,,,
Tunisia,1994.0,Banking Crisis,Most commercial banks were undercapitalized.,,
Tunisia,1994.0,Systemic Crisis,,,
Tunisia,1995.0,Banking Crisis,Most commercial banks were undercapitalized.,,
Tunisia,1995.0,Systemic Crisis,,,
Turkey,1803.0,Inflation Crisis,Inflation level: 20.8,,
Turkey,1805.0,Inflation Crisis,Inflation level: 27.0,,
Turkey,1807.0,Inflation Crisis,Inflation level: 27.5,,
Turkey,1809.0,Currency Crisis,,,
Turkey,1810.0,Currency Crisis,,,
Turkey,1811.0,Inflation Crisis,Inflation level: 55.1,,
Turkey,1819.0,Inflation Crisis,Inflation level: 30.3,,
Turkey,1820.0,Currency Crisis,,,
Turkey,1822.0,Currency Crisis,,,
Turkey,1826.0,Inflation Crisis,Inflation level: 27.5,,
Turkey,1828.0,Currency Crisis,,,
Turkey,1828.0,Inflation Crisis,Inflation level: 26.7,,
Turkey,1831.0,Currency Crisis,,,
Turkey,1831.0,Inflation Crisis,Inflation level: 29.3,,
Turkey,1837.0,Inflation Crisis,Inflation level: 71.5,,
Turkey,1848.0,Inflation Crisis,Inflation level: 35.4,,
Turkey,1862.0,Currency Crisis,,,
Turkey,1863.0,Currency Crisis,,,
Turkey,1920.0,Currency Crisis,,,"World War I, European occupation, Depression"
Turkey,1921.0,Currency Crisis,,,"World War I, European occupation, Depression"
Turkey,1931.0,Banking Crisis,Runs on branches of German banks in wake of German crisis. (Run on branches of Deutsche Bank and collapse of Banque Turque pour le Commerce et l'Industrie),,"World War I, European occupation, Depression"
Turkey,1931.0,Systemic Crisis,,,"World War I, European occupation, Depression"
Turkey,1941.0,Inflation Crisis,Inflation level: 24.3,,World War II
Turkey,1942.0,Inflation Crisis,Inflation level: 115.9,,World War II
Turkey,1946.0,Currency Crisis,,,
Turkey,1957.0,Currency Crisis,,,
Turkey,1958.0,Inflation Crisis,Inflation level: 25.9,,
Turkey,1959.0,Currency Crisis,,,
Turkey,1959.0,Inflation Crisis,Inflation level: 32.7,,
Turkey,1971.0,Currency Crisis,,,
Turkey,1977.0,Currency Crisis,,,
Turkey,1977.0,Inflation Crisis,Inflation level: 33.8,,
Turkey,1978.0,Currency Crisis,,,Oil and interest rate shocks
Turkey,1978.0,Inflation Crisis,Inflation level: 44.9,,Oil and interest rate shocks
Turkey,1979.0,Currency Crisis,,,Oil and interest rate shocks
Turkey,1979.0,Inflation Crisis,Inflation level: 71.4,,Oil and interest rate shocks
Turkey,1980.0,Currency Crisis,,,Oil and interest rate shocks
Turkey,1980.0,Inflation Crisis,Inflation level: 110.6,,Oil and interest rate shocks
Turkey,1981.0,Currency Crisis,,,Oil and interest rate shocks
Turkey,1981.0,Inflation Crisis,Inflation level: 36.4,,Oil and interest rate shocks
Turkey,1982.0,Banking Crisis,Three banks were merged with the state-owned Agriculture Bank and then liquidated; two large banks were restructured.,,Oil and interest rate shocks
Turkey,1982.0,Systemic Crisis,,,Oil and interest rate shocks
Turkey,1982.0,Currency Crisis,,,Oil and interest rate shocks
Turkey,1982.0,Inflation Crisis,Inflation level: 31.1,,Oil and interest rate shocks
